group_id,leader,member,modify_leader,image_url,Image,label,canonical leader ,Brand,Name ,Package ,Promotion 
5856,co op bourbon cream,co op bourbon cream,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/a98a405fe4c2151bbd9acaa50f7e617c/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Bourbon creams 300 g,Co-op,Bourbon creams,300 g,0
5857,co op bourboncreams 300g,co op bourboncreams 300g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/a98a405fe4c2151bbd9acaa50f7e617c/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Bourbon creams 300 g,Co-op,Bourbon creams,300 g,0
5880,co op british medium free range egg 6pk,british free range medium egg 6pk,Yes,,,,Co-op Free range medium egg 6 units,Co-op,Free range medium egg,6 units,0
5880,co op british medium free range egg 6pk,co op british free range egg 6pk,Yes,https://d1ralsognjng37.cloudfront.net/8c36809d-5834-4016-85c2-209df0b47bb8.jpeg,,,Co-op Free range egg 6 units,Co-op,Free range egg,6 units,0
5880,co op british medium free range egg 6pk,co op british large free range egg 6pk,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/a4a90f20fff91d14f4da64b8c0770b80/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Free range large egg 6 units,Co-op,Free range large egg,6 units,0
5880,co op british medium free range egg 6pk,co op british medium free range egg 6pk,Yes,,,,Co-op Free range medium egg 6 units,Co-op,Free range medium egg,6 units,0
5907,co op carrot,co op carrot,Yes,https://d1ralsognjng37.cloudfront.net/4c9e208a-58f3-44a1-89f3-1ebee9694173.jpeg,,,Co-op Carrots 1 unit,Co-op,Carrots,1 unit,0
5935,co op cherryade 2l,co op cherryade 2l,Yes,https://d1ralsognjng37.cloudfront.net/774b2070-57b3-4595-9dc5-c4c5e04517f7.jpeg,,,Co-op Cherryade 2 L,Co-op,Cherryade,2 L,0
5971,co op chocolatenut cone 4pk,co op chocolate and nut cone 4pk,Yes,,,,Co-op Chocolate nut cone 4 units,Co-op,Chocolate nut cone,4 units,0
5971,co op chocolatenut cone 4pk,co op chocolate and nut cone 4pk 110ml,Yes,,,,Co-op Chocolate nut cone 4 units,Co-op,Chocolate nut cone,4 units,0
5971,co op chocolatenut cone 4pk,co op chocolate nut cone 4pk,Yes,https://d1ralsognjng37.cloudfront.net/eddd2f0a-8d5f-4458-afe9-9542b7a4e35a.jpeg,,,Co-op Chocolate nut cone 4 units,Co-op,Chocolate nut cone,4 units,0
5971,co op chocolatenut cone 4pk,co op chocolate nut cone 4pk 440ml,Yes,,,,Co-op Chocolate nut cone 4 units,Co-op,Chocolate nut cone,4 units,0
5971,co op chocolatenut cone 4pk,co op chocolatenut cone 4pk,Yes,,,,Co-op Chocolate nut cone 4 units,Co-op,Chocolate nut cone,4 units,0
5981,co op col a 2l,co op col a 2l,Yes,https://d1ralsognjng37.cloudfront.net/c4747af1-828a-419d-b208-4c10e73d4754.jpeg,,,Co-op Cola 2 L,Co-op,Cola,2 L,0
5999,co op cream cracker 300g,co op cream cracker 300g,Yes,https://d1ralsognjng37.cloudfront.net/90249e07-2c0d-4815-b8d3-31227aca67c6.jpeg,,,Co-op Cream cracker 300 g,Co-op,Cream cracker,300 g,0
6000,co op cream of mushroom soup 400g,co op cream of mushroom soup 400g,Yes,,,,Co-op Cream of mushroom 400 g,Co-op,Cream of mushroom,400 g,0
6007,co op crinkle cut chip 750g,co op crinkle cut chip 750g,Yes,https://d1ralsognjng37.cloudfront.net/059adeb6-124e-4573-9831-0b46b2f45173.jpeg,,,Co-op Crinkle cut chip 750 g,Co-op,Crinkle cut chip,750 g,0
6014,co op cucumber,co op cucumber,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/bc1153fa493e5efbee330278edcfe692/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Cucumber 1 unit,Co-op,Cucumber,1 unit,0
6031,co op diced chicken breast 385g,co op british diced chicken 385g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/93d147d3e8f2afd42935aa9aec233562/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Diced chicken breast 385 g,Co-op,Diced chicken breast,385 g,0
6031,co op diced chicken breast 385g,co op diced chicken breast 385g,Yes,https://d1ralsognjng37.cloudfront.net/a6abd08f-9cc3-4307-a261-8941d00f0f1d.jpeg,,,Co-op Diced chicken breast 385 g,Co-op,Diced chicken breast,385 g,0
6078,co op fairbourne spring still mineral water,co op fairbourne spring still mineral water,Yes,https://d1ralsognjng37.cloudfront.net/2715a033-00d0-40fc-9569-215c8421b59e.jpeg,,,Co-op Fairbourne spring still mineral water 2 L,Co-op,Fairbourne spring still mineral water,2 L,0
6081,co op fairtrade banana x5,co op fairtrade banana,Yes,https://d1ralsognjng37.cloudfront.net/11f8a658-b17c-4054-86d0-5199f890f5a0.jpeg,,,Co-op Fairtrade banana 1 unit,Co-op,Fairtrade banana,1 unit,0
6081,co op fairtrade banana x5,co op fairtrade banana 5,Yes,,,,Co-op Fairtrade bananas 5 units,Co-op,Fairtrade bananas,5 units,0
6081,co op fairtrade banana x5,co op fairtrade banana x5,Yes,,,,Co-op Fairtrade bananas 5 units,Co-op,Fairtrade bananas,5 units,0
6090,co op fairtrade rose wine,co op fairtrade rose,Yes,https://d1ralsognjng37.cloudfront.net/4b4f416f-0084-42e8-a8dc-89e4d8231764.jpeg,,,Co-op Fairtrade rosé wine 750 ml,Co-op,Fairtrade rosé wine,750 ml,0
6090,co op fairtrade rose wine,co op fairtrade rose wine,Yes,https://d1ralsognjng37.cloudfront.net/4e7b1276-e11d-43a6-8a21-8d9701999cd2.jpeg,,,Co-op Fairtrade rosé wine 750 ml ,Co-op,Fairtrade rosé wine,750 ml ,0
6091,co op fairtrade torrontes,co op fairtrade torrontes,Yes,,,,Co-op Fairtrade torrontés 750 ml ,Co-op,Fairtrade torrontés,750 ml ,0
6093,co op family chocolate trifle,co op chocolate trifle,Yes,https://d1ralsognjng37.cloudfront.net/453554cc-7438-4802-8c3c-a7112e90fe2a.jpeg,,,Co-op Chocolate triffle 1 unit,Co-op,Chocolate triffle,1 unit,0
6093,co op family chocolate trifle,co op family chocolate trifle,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/c7ec4e26128880bade8337825115b35a/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Chocolate triffle 1 unit,Co-op,Chocolate triffle,1 unit,0
6111,co op fresh milk whole 4p,co op 4pt whole fresh milk,Yes,,,,Co-op Whole fresh milk 2.272 L,Co-op,Whole fresh milk,2.272 L,0
6111,co op fresh milk whole 4p,co op fresh milk whole 4p,Yes,https://d1ralsognjng37.cloudfront.net/5538e5dc-5991-43e5-8c3d-989ddd4e663d.jpeg,,,Co-op Whole fresh milk 2.272 L,Co-op,Whole fresh milk,2.272 L,0
6115,co op fresh semi skimmed milk 4pt 2.272 litre,4pt semi skimmed milk,Yes,,,,Co-op Semi skimmed milk 2.272 L,Co-op,Semi skimmed milk,2.272 L,0
6115,co op fresh semi skimmed milk 4pt 2.272 litre,co op 4pt fresh skimmed milk,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/611f2c7cc033cf915baf5365b2dffe25/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Fresh skimmed milk 2.272 L,Co-op,Fresh skimmed milk,2.272 L,0
6115,co op fresh semi skimmed milk 4pt 2.272 litre,co op 4pt semi skimmed milk,Yes,https://d1ralsognjng37.cloudfront.net/05e8f7ed-8e30-4de9-99ea-c4d849f6671e.jpeg,,,Co-op Fresh semi skimmed milk 2.272 L,Co-op,Fresh semi skimmed milk,2.272 L,0
6115,co op fresh semi skimmed milk 4pt 2.272 litre,co op fresh semi skimmed milk 4pt 2.272 litre,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d0873bf2cefd8dbf29ece7e01a649bd8/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Fresh semi skimmed milk 2.272 L,Co-op,Fresh semi skimmed milk,2.272 L,0
6171,co op grated mature cheddar cheese,co op grated mature cheddar cheese,Yes,,,,Co-op Grated mature cheddar cheese ,Co-op,Grated mature cheddar cheese,,0
6194,co op hash brown,co op hash brown,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/9a5bedd58219dc325da952bd159e8bb7/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Hash brown 700 g,Co-op,Hash brown,700 g,0
6213,co op ice cream roll,co op ice cream roll,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2680637b26f9e6c6de701c39db9ed87f/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Ice cream roll 250 g,Co-op,Ice cream roll,250 g,0
6215,co op ice cube,co op ice cube,Yes,https://d1ralsognjng37.cloudfront.net/8b6c7d52-db72-482d-bac2-2e00cc032862.jpeg,,,Co-op Ice cubes 2 kg,Co-op,Ice cubes,2 kg,0
6216,co op ice cube 2kg bag,co op ice cube 2kg bag,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/13ed98c64828ad2c44df61d8a86baf93/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op ice cubes 2 kg,Co-op,ice cubes,2 kg,0
6219,co op iced coffee cafe latte 330ml,co op iced coffee cafe latte 330ml,Yes,https://d1ralsognjng37.cloudfront.net/738ae3ec-4e95-4b5b-a083-7254c25aaa04.jpeg,,,Co-op Iced coffee cafe latte 330 ml,Co-op,Iced coffee cafe latte,330 ml,0
6220,co op iced coffee caramel frappe 330ml,co op iced coffee caramel frappe 330ml,Yes,https://d1ralsognjng37.cloudfront.net/2959859a-ae65-4135-b72b-9171c9bdbd31.jpeg,,,Co-op Iced coffee caramel frappe 330 ml,Co-op,Iced coffee caramel frappe,330 ml,0
6222,co op imperial vodka 35cl,co op imperial vodka 35cl,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/be07f62ae617a3e0059bcbca855834af/859baff1d76042a45e319d1de80aec7a.jpeg,,,co-op imperial vodka 350 ml,Co-op,Imperial vodka,350 ml,0
6223,co op imperial vodka 37.5 % dst 70 cl,co op imperial vodka 37.5 % 35cl,Yes,https://d1ralsognjng37.cloudfront.net/7e576cef-5ec9-4ffb-a099-6d6281293f48.jpeg,,,co-op imperial vodka 700 ml,Co-op,Imperial vodka,700 ml,0
6223,co op imperial vodka 37.5 % dst 70 cl,co op imperial vodka 37.5 % dst,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/36871b812a80daa855426bc4cf9b70f9/859baff1d76042a45e319d1de80aec7a.jpeg,,,co-op imperial vodka 700 ml,Co-op,Imperial vodka,700 ml,0
6223,co op imperial vodka 37.5 % dst 70 cl,co op imperial vodka 37.5 % dst 70 cl,Yes,https://d1ralsognjng37.cloudfront.net/5705b87d-87d1-4920-83d6-323aa161dda6.jpeg,,,co-op imperial vodka 700 ml,Co-op,Imperial vodka,700 ml,0
6225,co op indian tonic water,co op indian tonic water,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1af24d925549505c3cf0278bbb36f4ee/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Indian tonic water 1 L,Co-op,Indian tonic water,1 L,0
6236,co op irresistible coleslaw,co op irresistible coleslaw,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1836d9f17a5b5cee64ec13e17f403689/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Irresistible coleslaw 750 ml,Co-op,Irresistible coleslaw,750 ml,0
6247,co op irresistible prosecco,co op irresistable prosecco,Yes,https://d1ralsognjng37.cloudfront.net/da87b774-6a39-4735-80a9-c3467219f315.jpeg,,,Co-op Irresistible prosecco 750 ml,Co-op,Irresistible prosecco,750 ml,0
6247,co op irresistible prosecco,co op irresistible prosecco,Yes,,,,Co-op Irresistible prosecco 750 ml,Co-op,Irresistible prosecco,750 ml,0
6248,co op irresistible rose prosecco 75cl,co op irresistable prosecco 75cl,Yes,https://d1ralsognjng37.cloudfront.net/6ae6d041-eeae-499d-8b95-05cf8d3642f1.jpeg,,,Co-op Irresistible prosecco 750 ml,Co-op,Irresistible prosecco,750 ml,0
6248,co op irresistible rose prosecco 75cl,co op irresistible rose prosecco 75cl,Yes,https://d1ralsognjng37.cloudfront.net/46346cfa-e986-474b-81c5-97add95664a2.jpeg,,,Co-op Irresistible rosé prosecco 750 ml,Co-op,Irresistible rosé prosecco,750 ml,0
6257,co op italian chopped tomato 230g,co op italian chopped tomato 230g,Yes,https://d1ralsognjng37.cloudfront.net/0b9db653-5acd-4f63-a9d7-f5e8ac3172db.jpeg,,,Co-op Chopped tomato 230 g,Co-op,Chopped tomato,230 g,0
6264,co op jelly mix 65g,co op jelly mix 65g,Yes,https://d1ralsognjng37.cloudfront.net/86e4855b-b13e-4c45-9822-5c5dd8b6ca21.jpeg,,,Co-op Jelly mix 65 g,Co-op,Jelly mix,65 g,0
6282,co op large refuse bag,co op large refuse bag,Yes,https://d1ralsognjng37.cloudfront.net/ff400f0a-85ee-4890-b230-fe83729df93d.jpeg,,,Co-op Large refuse bag 10 units,Co-op,Large refuse bag,10 units,0
6283,co op large refuse bag 20pk,co op large refuse bag 20pk,Yes,https://d1ralsognjng37.cloudfront.net/222d5df4-aab5-456c-99c8-bf30522be9f4.jpeg,,,Co-op Large refuse bag 20 units,Co-op,Large refuse bag,20 units,0
6298,co op lemonade 2ltr,co op diet lemonade 2ltr,Yes,https://d1ralsognjng37.cloudfront.net/0ede5241-cc9a-4851-87af-6ea71f72396c.jpeg,,,Co-op Diet lemonade 2 L,Co-op,Diet lemonade,2 L,0
6298,co op lemonade 2ltr,co op lemonade 2litre,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/9debcb3edadd6265d77b12eb24c87824/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Lemonade 2 L,Co-op,Lemonade,2 L,0
6298,co op lemonade 2ltr,co op lemonade 2ltr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/9debcb3edadd6265d77b12eb24c87824/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Lemonade 2 L,Co-op,Lemonade,2 L,0
6303,co op lime antibacterial washing up liquid 450ml,co op lime antibacterial washing up liquid 450ml,Yes,https://d1ralsognjng37.cloudfront.net/16a583d7-8d94-4c47-b657-1b34f63c7077.jpeg,,,Co-op Lime antibacterial washing up liquid 450 ml,Co-op,Lime antibacterial washing up liquid,450 ml,0
6350,co op meaty chunk in jelly variety dog food 400g 6pk,co op meaty chunk in jelly variety dog food 400g 6pk,Yes,https://d1ralsognjng37.cloudfront.net/155c3a2e-4963-4a6e-b7ec-05a55be5bf41.jpeg,,,Co-op Meaty chunk in jelly 6 units,Co-op,Meaty chunk in jelly,6 units,0
6369,co op milk chocolate digestive biscuit,co op milk chocolate digestive,Yes,https://d1ralsognjng37.cloudfront.net/4b658a3a-f65a-4c13-8f9a-3e1fd42cd414.jpeg,,,Co-op Milk chocolate digestive 300 g,Co-op,Milk chocolate digestive,300 g,0
6369,co op milk chocolate digestive biscuit,co op milk chocolate digestive biscuit,Yes,https://d1ralsognjng37.cloudfront.net/d92095e6-4bf5-4c7d-825c-ab52c0d2694a.jpeg,,,Co-op Milk chocolate digestive 300 g,Co-op,Milk chocolate digestive,300 g,0
6370,co op milk chocolate ice cream 3,co op milk chocolate ice cream 3,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b0f77c3938a92b8c68dfee86ee2b7f2d/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Milk chocolate sticks  3 units,Co-op,Milk chocolate sticks ,3 units,0
6372,co op milk chocolate malted milk 250g,co op milk choc malted milk 250g,Yes,https://d1ralsognjng37.cloudfront.net/8311f561-7679-4f3f-a87f-44284609badc.jpeg,,,Co-op Milk chocolate malted milk 250 ml ,Co-op,Milk chocolate malted milk,250 ml ,0
6372,co op milk chocolate malted milk 250g,co op milk choc malted milk biscuit 250g,Yes,,,,Co-op Milk chocolate malted milk 250 g,Co-op,Milk chocolate malted milk,250 g,0
6372,co op milk chocolate malted milk 250g,co op milk chocolate malted milk 250g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/fa6e000543779628b4adca51c2bdefd2/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Milk chocolate malted milk 250 g,Co-op,Milk chocolate malted milk,250 g,0
6378,co op mineral water 4x2 littre,co op mineral water 4x2 littre,Yes,,,,Co-op Mineral water 4 x 2 L,Co-op,Mineral water,4 x 2 L,0
6382,co op minreal water 2ltr,co op minreal water 2ltr,Yes,,,,Co-op Mineral water 2 L,Co-op,Mineral water,2 L,0
6404,co op napoleon brandy 36 % 35cl,co op napoleon brandy 36 % 35cl,Yes,https://d1ralsognjng37.cloudfront.net/068b5c31-40a3-4c97-b9bc-25c7fe11591a.jpeg,,,Co-op Napleon brandy 350 ml,Co-op,Napleon brandy,350 ml,0
6410,co op naw breaded ham,co op naw breaded ham,Yes,https://d1ralsognjng37.cloudfront.net/aa9c302a-f926-4d1a-9539-1cadb1f7c6da.jpeg,,,Co-op Breaded ham 220 g,Co-op,Breaded ham,220 g,0
6426,co op onion ring 150g,co op onion ring 150g,Yes,https://d1ralsognjng37.cloudfront.net/e2f3a67a-db49-4408-8a30-417f67ab4530.jpeg,,,Co-op Onion ring 150 g,Co-op,Onion ring,150 g,0
6462,co op pancake batter mix 128g,co op pancake batter mix 128g,Yes,https://d1ralsognjng37.cloudfront.net/7ccd9ff0-504a-4f0c-aafb-9471e9a6ccda.jpeg,,,Co-op Pancake batter mix 128 g,Co-op,Pancake batter mix,128 g,0
6496,co op popcorn salted 1oog,co op popcorn salted 1oog,Yes,https://d1ralsognjng37.cloudfront.net/67c1f993-ff34-4f1c-bc11-e2e0dc8eb9c5.jpeg,,,Co-op Popcorn salted 100 g,Co-op,Popcorn salted,100 g,0
6499,co op pork belly slice 390g,co op pork belly slice 390g,Yes,https://d1ralsognjng37.cloudfront.net/047be123-245e-49aa-9679-315e8406c418.jpeg,,,Co-op Pork belly slice 390 g,Co-op,Pork belly slice,390 g,0
6509,co op prawn shell,co op prawn shell,Yes,https://d1ralsognjng37.cloudfront.net/634a3a51-9d8d-47c4-a247-6e15f2ae46aa.jpeg,,,Co-op Prawn shell 80 g,Co-op,Prawn shell,80 g,0
6518,co op pure orange juice,co op pure orange juice,Yes,https://d1ralsognjng37.cloudfront.net/01f653fc-07c6-438f-8c20-4daa3af53295.jpeg,,,Co-op Orange juice 3 x 200 ml,Co-op,Orange juice,3 x 200 ml,0
6519,co op pure orange juice 1 litre,co op orange juice 1 litre,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d3f475d0110b48aaf0522695ffae4259/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Orange juice 1 L,Co-op,Orange juice,1 L,0
6519,co op pure orange juice 1 litre,co op pure orange juice 1 litre,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/beb5be43a362cfefb78567c18825f63b/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Orange juice 1 L,Co-op,Orange juice,1 L,0
6525,co op pure pineapple juice 1l,co op pineapple juice 1l,Yes,https://d1ralsognjng37.cloudfront.net/b3da5da6-61f5-4991-826c-018b7bb36f81.jpeg,,,Co-op Pineapple juice 1 L,Co-op,Pineapple juice,1 L,0
6525,co op pure pineapple juice 1l,co op pure pineapple juice 1l,Yes,https://d1ralsognjng37.cloudfront.net/a530eb43-8917-4a15-ad7b-13edbb67bc2b.jpeg,,,Co-op Pineapple juice 1 L,Co-op,Pineapple juice,1 L,0
6534,co op rainbow belt 65g,co op rainbow belt 65g,Yes,https://d1ralsognjng37.cloudfront.net/77c843a6-8787-4441-8b64-8868a56b37cf.jpeg,,,Co-op Rainbow belt 65 g,Co-op,Rainbow belt,65 g,0
6555,co op red pepper houmous dip 200g,co op red pepper houmous dip 200g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5dfdb27a4acc871b018500cb7ab43331/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Red pepper houmous dip 200 g,Co-op,Red pepper houmous dip,200 g,0
6583,co op salmon with jelly cat 400g,co op salmon with jelly cat 400g,Yes,https://d1ralsognjng37.cloudfront.net/afbfbb00-750c-4923-ab0e-6ec8c2c8eeb8.jpeg,,,Co-op Salmon with jelly cat food 400 g,Co-op,Salmon with jelly cat food,400 g,0
6585,co op salt vin stick,co op salt vin stick,Yes,https://d1ralsognjng37.cloudfront.net/cbf70c34-f219-413c-9540-e5cce9aa7a2b.jpeg,,,Co-op Sal & vinegar sticks 150 g,Co-op,Sal & vinegar sticks,150 g,0
6594,co op sausage roll 6pk 300g,co op sausage roll 6pk 300g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6ba7b6c406f48957fecbd2fec1bd5cb3/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Sausage rolls 6 units,Co-op,Sausage rolls,6 units,0
6597,co op scotch whisky 40 % 35cl,co op scotch whisky 40 % 35cl,Yes,https://d1ralsognjng37.cloudfront.net/0720dd54-016a-4dff-8311-54cd12cba715.jpeg,,,Co-op Scotch wisky 350 ml,Co-op,Scotch wisky,350 ml,0
6606,co op semiskimmed milk 2.272l,co op semiskimmed milk 2.272l,Yes,https://d1ralsognjng37.cloudfront.net/49e93f35-4e5c-43e0-a34d-152e5cad8d9f.jpeg,,,Co-op Semi skimmed milk  2.272 L,Co-op,Semi skimmed milk ,2.272 L,0
6607,co op sensitive baby wipe 80,co op sensitive baby wipe 80,Yes,https://d1ralsognjng37.cloudfront.net/1b8015e8-77ba-4317-96ec-d095758cef69.jpeg,,,Co-op Sensitive baby wipes 80 units,Co-op,Sensitive baby wipes,80 units,0
6639,co op soda water,co op soda water,Yes,,,,Co-op Soda water 1 unit,Co-op,Soda water,1 unit,0
6692,co op still water 2l,co op still water 2l,Yes,https://d1ralsognjng37.cloudfront.net/41f2d9e3-1c46-4d55-b879-09541625330d.jpeg,,,Co-op Still water 2 L,Co-op,Still water,2 L,0
6693,co op still water 2ltr,co op still water 2ltr,Yes,https://d1ralsognjng37.cloudfront.net/5dfa8b5a-2da0-48f1-a0e2-96c401358c54.jpeg,,,Co-op Still water 2 L,Co-op,Still water,2 L,0
6694,co op still water 5l,co op still water 5l,Yes,https://d1ralsognjng37.cloudfront.net/67ee7c82-4862-4ebc-824b-ee27d1628b77.jpeg,,,Co-op Still water 5 L,Co-op,Still water,5 L,0
6695,co op still water 6x500ml,co op still water 6x500ml,Yes,https://d1ralsognjng37.cloudfront.net/e885f311-3919-4448-8a09-61495b1f6af8.jpeg,,,Co-op Still water 6 x 500 ml,Co-op,Still water,6 x 500 ml,0
6714,co op strawberry lace,co op raspberry jam,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/387cbfab21ba753c5911e566783283a9/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Raspberry jam 454 g,Co-op,Raspberry jam,454 g,0
6714,co op strawberry lace,co op strawberry jam,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f7077e6c49d859488b47d83647176eb4/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Strawberry jam  454 g,Co-op,Strawberry jam ,454 g,0
